PCA1,PCA2
4.3955318554967,2.816322945597591
1.4107239779986225,5.873149964801071
-8.728416624173608,0.076413869188646
-0.6739822214555745,1.9141625458829
3.3181004305772688,1.8388524103952135
-0.5952204668697221,2.912888871438987
-9.675359996029549,0.09346911548801623
4.243969058932217,-1.1791603729009326
-9.75789226228692,-3.9001198931637986
-9.60521068578482,1.0939367540316562
0.19953760949137103,-5.0981017839534974
-7.734177818257616,-0.9443141868254464
-3.703265908583398,-2.0232449914851247
1.2198337143603601,-3.120385607695184
-6.569761279346968,6.032197953072082
12.427360089115506,4.650171484715908
1.4350460921925838,5.8742696115577075
-0.5973556632567841,4.915542005732896
-6.6926919863127745,-0.9631759968048755
-9.720650558710119,-2.901933225466037
-2.6196159858057606,2.9584661041946054
8.30385819884551,0.7361536648150641
9.392159334382912,4.7143361115859115
0.3327119297914528,-2.107521920333622
-4.781322844444742,-5.001515446652193
2.4609641456762166,3.8480864332867486
5.4390318064380745,2.7884308837155753
4.304543810672781,-3.189679043810371
-6.672633900570077,-0.9667313793574973
-2.7513367722883872,-1.0417235451140374
2.326094004997489,0.8519483052190494
2.30255310486849,0.8581257879970483
0.17955839868161746,-5.105906968676107
7.27493231244567,-5.250420842238067
10.24764703852396,-4.304648992857176
3.3112801474987648,1.8353109055937846
1.3412159866763222,3.8782377176881653
-0.6918660859967822,0.9240456181335134
-7.6863629259228015,-2.9413584026546262
-8.81430559559136,-3.9167603307845673
4.266582526705058,-0.18553308038723976
-6.6760015343441825,2.039449955235121
-3.7454152854492566,-4.0199434112374455
0.4363166751625411,4.895734560409261
8.288881019395108,-4.266272057743028
-2.6235042797754207,3.957499663834691
9.376006279805926,4.713659608954329
3.250178114773567,-1.164538373732728
-6.784001407263048,-2.9605954172720224
9.47805257960868,4.70569526730781
-1.6563519753836387,1.9324609141468045
12.393887639899587,3.65370681402259
3.307258561725154,-1.167713501746092
5.232698060857608,-5.200833590559857
7.249260780461379,-4.247293994726492
-7.754352411243689,-3.9470274686856803
-3.6641432232016653,-0.02253476124964651
-2.7917137756469743,-4.0451671578388
2.199179363460457,-4.140439755350232
-0.6550335279350216,-2.0880804308991503
3.315895292031063,-1.1636182437822447
3.3681098555949176,3.8344753525112183
1.2689786258754654,-1.1230493348152695
12.305810460293248,-3.349380931930057
-1.79524251202539,-3.05871752280209
-3.6315639303149134,3.983321029124937
6.231881909243162,-5.225647370254446
-3.8099043768095497,-5.021283212544517
-9.72734789804142,-0.8968500815208418
2.3340444363594304,1.8548370634798241
0.40144859728924476,0.8898504307532156
-0.7467377679948995,-4.085358411704162
6.357673236695005,3.77720002550477
-9.709937188755209,-2.9051454609286003
