PCA1,PCA2
12.486244140941276,9.131357308732845
-8.506200788947696,6.252208136046988
4.479139250842908,5.307019881189616
27.444447265938585,5.392357111331251
11.464268358615797,5.3367875023350875
-29.487793556410924,4.212359869179147
50.40125400112386,4.49268358828783
5.460101126537297,3.3439653554904565
-10.51992835263005,3.2892044045995017
20.4379661573967,2.4128541218340547
-9.528828961815138,2.310824270103159
47.39771695974118,2.5091395653775326
22.42152648286764,0.4565797739452753
-14.5212650559125,0.3137861268066035
-4.545676688512338,-0.6341985179422237
2.4479060440235676,-0.6104598112869644
-8.539676778598333,-0.6469323608953184
-9.543764107496987,-0.6522181475472735
20.403528181141702,-1.5145198369148187
-0.5635467481448929,-1.5979106452423568
-8.551017961291548,-1.6342193467724124
-29.51374203584975,-1.7108913307461946
5.422022587963741,-2.5619593706887325
-8.557261896675511,-2.612514263252086
-7.5586242770879775,-2.609040564330323
0.43927663486810076,-2.5874423289739648
-29.53146576683234,-3.6745101465175867
1.4199918783462897,-3.553482305148894
15.407391604813919,-3.5134816960479727
-9.567197032231725,-4.586686627494718
10.411017849336288,-4.5116738436489
-29.53889382141955,-5.640399181552207
12.394466450072647,-6.4802785557144285
2.4040356547025423,-6.513372056642208
-13.567306834201963,-6.568498620819671
6.3996890210592445,-6.492781392219071
-4.586275259231351,-6.537251150184635
23.376305376291295,-6.430492270666106
32.362951348259365,-7.394425309955126
5.398204937857251,-7.4943193518605815
-29.553541937488408,-8.605360599544344
-1.4864346247141398,12.206641239438694
-29.47392083464219,7.184415435790266
-29.467852176057235,7.174809574084743
10.470755655664284,6.34109781911319
-29.47980882530976,6.199516855259436
-19.492393839406684,6.2282146413180834
-5.519165771881951,5.294868225385664
-8.514110654126464,5.282151843656418
25.4387994814836,5.41082767733201
14.456952317791417,5.362310334767556
17.444961651354372,4.390600897882758
6.457381475122478,4.351759597445522
-8.519987137375551,4.29500463894629
3.4718496352745096,4.334156116125337
25.4271830811474,3.4359742902663433
-1.536655168067342,3.3390807853975066
34.40967394373861,3.472189788655634
-7.517679588402318,3.3111490571600135
-10.522706897262417,3.3018228373398677
12.442533242134816,3.390764091112913
15.442062046874645,3.3990407425475677
-5.524383225430328,3.3191991751855956
20.42541948311166,2.433532741155775
-1.54382267444435,2.3582270255749136
5.447577340738406,2.3786640943547117
3.4568031558650083,2.3665276134856277
8.435548204267723,1.4140149222656502
47.38642267392753,1.5431630215241927
-0.5564924155860803,0.39080297068053327
-29.511604078390846,0.2800362853747
-29.516877050251463,-0.7090549630794521
-25.519387345101922,-0.6907246917309352
-12.535721217937894,-0.6462370188403642
-30.923771332208602,2.7521146802819807
-8.558084411193642,-2.5916567834799675
-4.577720786525515,-4.5527702080097106
-29.53442799473968,-4.647916459355718
-25.536017496013667,-4.635465069123913
14.394932076380991,-4.487434333105093
-5.577512012450949,-5.54687929389197
3.420142835305001,-3.5401315261664457
2.398716310304516,-6.487543962556614
0.40414583779677143,-6.508192235569773
1.400443599602955,-7.4816224564623806
-6.5908053348549736,-7.51965548090856
-29.56864117914515,-9.568112350904073
-1.50475288411005,8.274700771113968
33.429702323045525,6.436536333555572
-0.5229986688364924,6.3087462547319415
-3.5192655795789736,6.302249676998572
-7.512560753645735,6.282784794640644
-10.50494340349304,6.274579698832557
11.458840525437363,5.367597956272655
13.449842263222669,5.37954940838871
8.465238720091609,5.362786655874124
8.457478836082835,5.360536339544478
-20.49345174343526,5.250392897818996
-4.517648321596099,5.309864456677835
-29.482162872073815,5.219206510205742
22.440427498943965,5.417193128702367
33.424235654278164,5.455923087527931
-29.487965354421405,4.240970657634754
-0.5349879178499676,4.342369872455514
-29.491905703985406,4.236907710938345
2.4662770188658154,4.3507728375772174
-0.5465216842218099,2.3740044084871563
-2.544887314276164,1.3741761704607973
15.42967634531841,1.4427714314315738
22.419738910843243,1.4672860173041682
-3.553112387015956,0.3895236058719976
-29.514590240426493,0.2975832321891156
20.411309273503857,-0.5099796373288978
-7.553416056979007,-0.6066671562834108
3.434482554088296,-0.5692518483180623
-4.553313232379761,-1.5873212210475605
17.404012922593154,-1.5005613306981547
